Dex Number,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Weight,Height,Primary Type,Secondary Type,Abilities,Formats
491,Darkrai,70,90,90,135,90,125,50.5,1.5,Dark,NA,Bad Dreams,Uber
492,Shaymin,100,100,100,100,100,100,2.1,0.2,Grass,NA,Natural Cure,NU
492,Shaymin-Sky,100,103,75,120,75,127,5.2,0.4,Grass,Flying,Serene Grace,Uber
493,Arceus,120,120,120,120,120,120,320,3.2,Normal,NA,Multitype,Uber
493,Arceus-Bug,120,120,120,120,120,120,320,3.2,Bug,NA,Multitype,Uber
493,Arceus-Dark,120,120,120,120,120,120,320,3.2,Dark,NA,Multitype,Uber
493,Arceus-Dragon,120,120,120,120,120,120,320,3.2,Dragon,NA,Multitype,Uber
493,Arceus-Electric,120,120,120,120,120,120,320,3.2,Electric,NA,Multitype,Uber
493,Arceus-Fighting,120,120,120,120,120,120,320,3.2,Fighting,NA,Multitype,Uber
493,Arceus-Fire,120,120,120,120,120,120,320,3.2,Fire,NA,Multitype,Uber
493,Arceus-Flying,120,120,120,120,120,120,320,3.2,Flying,NA,Multitype,Uber
493,Arceus-Ghost,120,120,120,120,120,120,320,3.2,Ghost,NA,Multitype,Uber
493,Arceus-Grass,120,120,120,120,120,120,320,3.2,Grass,NA,Multitype,Uber
493,Arceus-Ground,120,120,120,120,120,120,320,3.2,Ground,NA,Multitype,Uber
493,Arceus-Ice,120,120,120,120,120,120,320,3.2,Ice,NA,Multitype,Uber
493,Arceus-Poison,120,120,120,120,120,120,320,3.2,Poison,NA,Multitype,Uber
493,Arceus-Psychic,120,120,120,120,120,120,320,3.2,Psychic,NA,Multitype,Uber
493,Arceus-Rock,120,120,120,120,120,120,320,3.2,Rock,NA,Multitype,Uber
493,Arceus-Steel,120,120,120,120,120,120,320,3.2,Steel,NA,Multitype,Uber
493,Arceus-Water,120,120,120,120,120,120,320,3.2,Water,NA,Multitype,Uber
493,Arceus-Fairy,120,120,120,120,120,120,320,3.2,Fairy,NA,Multitype,Uber
494,Victini,100,100,100,100,100,100,4,0.4,Psychic,Fire,Victory Star,National Dex
495,Snivy,45,45,55,45,55,63,8.1,0.6,Grass,NA,"Overgrow, Contrary",National Dex
496,Servine,60,60,75,60,75,83,16,0.8,Grass,NA,"Overgrow, Contrary",National Dex
497,Serperior,75,75,95,75,95,113,63,3.3,Grass,NA,"Overgrow, Contrary",National Dex
498,Tepig,65,63,45,45,45,45,9.9,0.5,Fire,NA,"Blaze, Thick Fat",National Dex
499,Pignite,90,93,55,70,55,55,55.5,1,Fire,Fighting,"Blaze, Thick Fat",National Dex
5,Charmeleon,58,64,58,80,65,80,19,1.1,Fire,NA,"Blaze, Solar Power",NFE
50,Diglett,10,55,25,35,45,95,0.8,0.2,Ground,NA,"Sand Veil, Arena Trap, Sand Force",NFE
50,Diglett-Alola,10,55,30,35,45,90,1,0.2,Ground,Steel,"Sand Veil, Tangling Hair, Sand Force",LC
500,Emboar,110,123,65,100,65,65,150,1.6,Fire,Fighting,"Blaze, Reckless",National Dex
501,Oshawott,55,55,45,63,45,45,5.9,0.5,Water,NA,"Torrent, Shell Armor",LC
502,Dewott,75,75,60,83,60,60,24.5,0.8,Water,NA,"Torrent, Shell Armor",NFE
503,Samurott,95,100,85,108,70,70,94.6,1.5,Water,NA,"Torrent, Shell Armor",PU
503,Samurott-Hisui,90,108,80,100,65,85,58.2,1.5,Water,Dark,"Torrent, Sharpness",OU
504,Patrat,45,55,39,35,39,42,11.6,0.5,Normal,NA,"Run Away, Keen Eye, Analytic",National Dex
505,Watchog,60,85,69,60,69,77,27,1.1,Normal,NA,"Illuminate, Keen Eye, Analytic",National Dex
506,Lillipup,45,60,45,25,45,55,4.1,0.4,Normal,NA,"Vital Spirit, Pickup, Run Away",National Dex
507,Herdier,65,80,65,35,65,60,14.7,0.9,Normal,NA,"Intimidate, Sand Rush, Scrappy",National Dex
508,Stoutland,85,110,90,45,90,80,61,1.2,Normal,NA,"Intimidate, Sand Rush, Scrappy",National Dex
509,Purrloin,41,50,37,50,37,66,10.1,0.4,Dark,NA,"Limber, Unburden, Prankster",National Dex
51,Dugtrio,35,100,50,50,70,120,33.3,0.7,Ground,NA,"Sand Veil, Arena Trap, Sand Force",Untiered
51,Dugtrio-Alola,35,100,60,50,70,110,66.6,0.7,Ground,Steel,"Sand Veil, Tangling Hair, Sand Force",PU
510,Liepard,64,88,50,88,50,106,37.5,1.1,Dark,NA,"Limber, Unburden, Prankster",National Dex
511,Pansage,50,53,48,53,48,64,10.5,0.6,Grass,NA,"Gluttony, Overgrow",National Dex
512,Simisage,75,98,63,98,63,101,30.5,1.1,Grass,NA,"Gluttony, Overgrow",National Dex
513,Pansear,50,53,48,53,48,64,11,0.6,Fire,NA,"Gluttony, Blaze",National Dex
514,Simisear,75,98,63,98,63,101,28,1,Fire,NA,"Gluttony, Blaze",National Dex
515,Panpour,50,53,48,53,48,64,13.5,0.6,Water,NA,"Gluttony, Torrent",National Dex
516,Simipour,75,98,63,98,63,101,29,1,Water,NA,"Gluttony, Torrent",National Dex
517,Munna,76,25,45,67,55,24,23.3,0.6,Psychic,NA,"Forewarn, Synchronize, Telepathy",National Dex
518,Musharna,116,55,85,107,95,29,60.5,1.1,Psychic,NA,"Forewarn, Synchronize, Telepathy",National Dex
519,Pidove,50,55,50,36,30,43,2.1,0.3,Normal,Flying,"Big Pecks, Super Luck, Rivalry",National Dex
52,Meowth,40,45,35,40,40,90,4.2,0.4,Normal,NA,"Pickup, Technician, Unnerve",LC
52,Meowth-Alola,40,35,35,50,40,90,4.2,0.4,Dark,NA,"Pickup, Technician, Rattled",LC
52,Meowth-Galar,50,65,55,40,40,40,7.5,0.4,Steel,NA,"Pickup, Tough Claws, Unnerve",LC
520,Tranquill,62,77,62,50,42,65,15,0.6,Normal,Flying,"Big Pecks, Super Luck, Rivalry",National Dex
521,Unfezant,80,115,80,65,55,93,29,1.2,Normal,Flying,"Big Pecks, Super Luck, Rivalry",National Dex
522,Blitzle,45,60,32,50,32,76,29.8,0.8,Electric,NA,"Lightning Rod, Motor Drive, Sap Sipper",National Dex
523,Zebstrika,75,100,63,80,63,116,79.5,1.6,Electric,NA,"Lightning Rod, Motor Drive, Sap Sipper",National Dex
524,Roggenrola,55,75,85,25,25,15,18,0.4,Rock,NA,"Sturdy, Weak Armor, Sand Force",National Dex
525,Boldore,70,105,105,50,40,20,102,0.9,Rock,NA,"Sturdy, Weak Armor, Sand Force",National Dex
526,Gigalith,85,135,130,60,80,25,260,1.7,Rock,NA,"Sturdy, Sand Stream, Sand Force",National Dex
527,Woobat,65,45,43,55,43,72,2.1,0.4,Psychic,Flying,"Unaware, Klutz, Simple",National Dex
528,Swoobat,67,57,55,77,55,114,10.5,0.9,Psychic,Flying,"Unaware, Klutz, Simple",National Dex
529,Drilbur,60,85,40,30,45,68,8.5,0.3,Ground,NA,"Sand Rush, Sand Force, Mold Breaker",National Dex
53,Persian,65,70,60,65,65,115,32,1,Normal,NA,"Limber, Technician, Unnerve",Untiered
53,Persian-Alola,65,60,60,75,65,115,33,1.1,Dark,NA,"Fur Coat, Technician, Rattled",PU
530,Excadrill,110,135,60,50,65,88,40.4,0.7,Ground,Steel,"Sand Rush, Sand Force, Mold Breaker",National Dex
531,Audino,103,60,86,60,86,50,31,1.1,Normal,NA,"Healer, Regenerator, Klutz",National Dex
532,Timburr,75,80,55,25,35,35,12.5,0.6,Fighting,NA,"Guts, Sheer Force, Iron Fist",LC
533,Gurdurr,85,105,85,40,50,40,40,1.2,Fighting,NA,"Guts, Sheer Force, Iron Fist",PU
534,Conkeldurr,105,140,95,55,65,45,87,1.4,Fighting,NA,"Guts, Sheer Force, Iron Fist",UU
535,Tympole,50,50,40,50,40,64,4.5,0.5,Water,NA,"Swift Swim, Hydration, Water Absorb",National Dex
536,Palpitoad,75,65,55,65,55,69,17,0.8,Water,Ground,"Swift Swim, Hydration, Water Absorb",National Dex
537,Seismitoad,105,95,75,85,75,74,62,1.5,Water,Ground,"Swift Swim, Poison Touch, Water Absorb",National Dex
538,Throh,120,100,85,30,85,45,55.5,1.3,Fighting,NA,"Guts, Inner Focus, Mold Breaker",National Dex
539,Sawk,75,125,75,30,75,85,51,1.4,Fighting,NA,"Sturdy, Inner Focus, Mold Breaker",National Dex
54,Psyduck,50,52,48,65,50,55,19.6,0.8,Water,NA,"Damp, Cloud Nine, Swift Swim",LC
540,Sewaddle,45,53,70,40,60,42,2.5,0.3,Bug,Grass,"Swarm, Chlorophyll, Overcoat",LC
541,Swadloon,55,63,90,50,80,42,7.3,0.5,Bug,Grass,"Leaf Guard, Chlorophyll, Overcoat",NFE
542,Leavanny,75,103,80,70,80,92,20.5,1.2,Bug,Grass,"Swarm, Chlorophyll, Overcoat",PU
543,Venipede,30,45,59,30,39,57,5.3,0.4,Bug,Poison,"Poison Point, Swarm, Speed Boost",National Dex
544,Whirlipede,40,55,99,40,79,47,58.5,1.2,Bug,Poison,"Poison Point, Swarm, Speed Boost",National Dex
545,Scolipede,60,100,89,55,69,112,200.5,2.5,Bug,Poison,"Poison Point, Swarm, Speed Boost",National Dex
546,Cottonee,40,27,60,37,50,66,0.6,0.3,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",National Dex
547,Whimsicott,60,67,85,77,75,116,6.6,0.7,Grass,Fairy,"Prankster, Infiltrator, Chlorophyll",National Dex
548,Petilil,45,35,50,70,50,30,6.6,0.5,Grass,NA,"Chlorophyll, Own Tempo, Leaf Guard",LC
549,Lilligant,70,60,75,110,75,90,16.3,1.1,Grass,NA,"Chlorophyll, Own Tempo, Leaf Guard",PUBL
549,Lilligant-Hisui,70,105,75,50,75,105,19.2,1.2,Grass,Fighting,"Chlorophyll, Hustle, Leaf Guard",RUBL
55,Golduck,80,82,78,95,80,85,76.6,1.7,Water,NA,"Damp, Cloud Nine, Swift Swim",Untiered
550,Basculin,70,92,65,80,55,98,18,1,Water,NA,"Reckless, Adaptability, Mold Breaker",PU
550,Basculin-Blue-Striped,70,92,65,80,55,98,18,1,Water,NA,"Rock Head, Adaptability, Mold Breaker",PU
550,Basculin-White-Striped,70,92,65,80,55,98,18,1,Water,NA,"Rattled, Adaptability, Mold Breaker",PU
551,Sandile,50,72,35,35,35,65,15.2,0.7,Ground,Dark,"Intimidate, Moxie, Anger Point",LC
552,Krokorok,60,82,45,45,45,74,33.4,1,Ground,Dark,"Intimidate, Moxie, Anger Point",NFE
553,Krookodile,95,117,80,65,70,92,96.3,1.5,Ground,Dark,"Intimidate, Moxie, Anger Point",RU
554,Darumaka,70,90,45,15,45,50,37.5,0.6,Fire,NA,"Hustle, Inner Focus",National Dex
554,Darumaka-Galar,70,90,45,15,45,50,40,0.7,Ice,NA,"Hustle, Inner Focus",National Dex
555,Darmanitan,105,140,55,30,55,95,92.9,1.3,Fire,NA,"Sheer Force, Zen Mode",National Dex
555,Darmanitan-Galar,105,140,55,30,55,95,120,1.7,Ice,NA,"Gorilla Tactics, Zen Mode",National Dex
556,Maractus,75,86,67,106,67,60,28,1,Grass,NA,"Water Absorb, Chlorophyll, Storm Drain",National Dex
557,Dwebble,50,65,85,35,35,55,14.5,0.3,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",National Dex
558,Crustle,70,105,125,65,75,45,200,1.4,Bug,Rock,"Sturdy, Shell Armor, Weak Armor",National Dex
559,Scraggy,50,75,70,35,70,48,11.8,0.6,Dark,Fighting,"Shed Skin, Moxie, Intimidate",National Dex
56,Mankey,40,80,35,35,45,70,28,0.5,Fighting,NA,"Vital Spirit, Anger Point, Defiant",LC
560,Scrafty,65,90,115,45,115,58,30,1.1,Dark,Fighting,"Shed Skin, Moxie, Intimidate",National Dex
561,Sigilyph,72,58,80,103,80,97,14,1.4,Psychic,Flying,"Wonder Skin, Magic Guard, Tinted Lens",National Dex
562,Yamask,38,30,85,55,65,30,1.5,0.5,Ghost,NA,Mummy,National Dex
562,Yamask-Galar,38,55,85,30,65,30,1.5,0.5,Ground,Ghost,Wandering Spirit,National Dex
563,Cofagrigus,58,50,145,95,105,30,76.5,1.7,Ghost,NA,Mummy,National Dex
564,Tirtouga,54,78,103,53,45,22,16.5,0.7,Water,Rock,"Solid Rock, Sturdy, Swift Swim",National Dex
565,Carracosta,74,108,133,83,65,32,81,1.2,Water,Rock,"Solid Rock, Sturdy, Swift Swim",National Dex
566,Archen,55,112,45,74,45,70,9.5,0.5,Rock,Flying,Defeatist,National Dex
567,Archeops,75,140,65,112,65,110,32,1.4,Rock,Flying,Defeatist,National Dex
568,Trubbish,50,50,62,40,62,65,31,0.6,Poison,NA,"Stench, Sticky Hold, Aftermath",National Dex
569,Garbodor,80,95,82,60,82,75,107.3,1.9,Poison,NA,"Stench, Weak Armor, Aftermath",National Dex
57,Primeape,65,105,60,60,70,95,32,1,Fighting,NA,"Vital Spirit, Anger Point, Defiant",PUBL
570,Zorua,40,65,40,80,40,65,12.5,0.7,Dark,NA,Illusion,LC
570,Zorua-Hisui,35,60,40,85,40,70,12.5,0.7,Normal,Ghost,Illusion,LC
571,Zoroark,60,105,60,120,60,105,81.1,1.6,Dark,NA,Illusion,NUBL
571,Zoroark-Hisui,55,100,60,125,60,110,73,1.6,Normal,Ghost,Illusion,RU
572,Minccino,55,50,40,40,40,75,5.8,0.4,Normal,NA,"Cute Charm, Technician, Skill Link",National Dex
573,Cinccino,75,95,60,65,60,115,7.5,0.5,Normal,NA,"Cute Charm, Technician, Skill Link",National Dex
574,Gothita,45,30,50,55,65,45,5.8,0.4,Psychic,NA,"Frisk, Competitive, Shadow Tag",LC
575,Gothorita,60,45,70,75,85,55,18,0.7,Psychic,NA,"Frisk, Competitive, Shadow Tag",NFE
576,Gothitelle,70,55,95,95,110,65,44,1.5,Psychic,NA,"Frisk, Competitive, Shadow Tag",Untiered
577,Solosis,45,30,40,105,50,20,1,0.3,Psychic,NA,"Overcoat, Magic Guard, Regenerator",National Dex
578,Duosion,65,40,50,125,60,30,8,0.6,Psychic,NA,"Overcoat, Magic Guard, Regenerator",National Dex
579,Reuniclus,110,65,75,125,85,30,20.1,1,Psychic,NA,"Overcoat, Magic Guard, Regenerator",National Dex
58,Growlithe,55,70,45,70,50,60,19,0.7,Fire,NA,"Intimidate, Flash Fire, Justified",LC
58,Growlithe-Hisui,60,75,45,65,50,55,22.7,0.8,Fire,Rock,"Intimidate, Flash Fire, Rock Head",NFE
580,Ducklett,62,44,50,44,50,55,5.5,0.5,Water,Flying,"Keen Eye, Big Pecks, Hydration",LC
581,Swanna,75,87,63,87,63,98,24.2,1.3,Water,Flying,"Keen Eye, Big Pecks, Hydration",PU
582,Vanillite,36,50,50,65,60,44,5.7,0.4,Ice,NA,"Ice Body, Snow Cloak, Weak Armor",National Dex
583,Vanillish,51,65,65,80,75,59,41,1.1,Ice,NA,"Ice Body, Snow Cloak, Weak Armor",National Dex
584,Vanilluxe,71,95,85,110,95,79,57.5,1.3,Ice,NA,"Ice Body, Snow Warning, Weak Armor",National Dex
585,Deerling,60,60,50,40,50,75,19.5,0.6,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",LC
586,Sawsbuck,80,100,70,60,70,95,92.5,1.9,Normal,Grass,"Chlorophyll, Sap Sipper, Serene Grace",Untiered
587,Emolga,55,75,60,75,60,103,5,0.4,Electric,Flying,"Static, Motor Drive",National Dex
588,Karrablast,50,75,45,40,45,60,5.9,0.5,Bug,NA,"Swarm, Shed Skin, No Guard",National Dex
589,Escavalier,70,135,105,60,105,20,33,1,Bug,Steel,"Swarm, Shell Armor, Overcoat",National Dex
59,Arcanine,90,110,80,100,80,95,155,1.9,Fire,NA,"Intimidate, Flash Fire, Justified",RU
59,Arcanine-Hisui,95,115,80,95,80,90,168,2,Fire,Rock,"Intimidate, Flash Fire, Rock Head",UU
590,Foongus,69,55,45,55,55,15,1,0.2,Grass,Poison,"Effect Spore, Regenerator",LC
591,Amoonguss,114,85,70,85,80,30,10.5,0.6,Grass,Poison,"Effect Spore, Regenerator",UU
592,Frillish,55,40,50,65,85,40,33,1.2,Water,Ghost,"Water Absorb, Cursed Body, Damp",National Dex
593,Jellicent,100,60,70,85,105,60,135,2.2,Water,Ghost,"Water Absorb, Cursed Body, Damp",National Dex
594,Alomomola,165,75,80,40,45,65,31.6,1.2,Water,NA,"Healer, Hydration, Regenerator",OU
595,Joltik,50,47,50,57,50,65,0.6,0.1,Bug,Electric,"Compound Eyes, Unnerve, Swarm",National Dex
596,Galvantula,70,77,60,97,60,108,14.3,0.8,Bug,Electric,"Compound Eyes, Unnerve, Swarm",National Dex
597,Ferroseed,44,50,91,24,86,10,18.8,0.6,Grass,Steel,Iron Barbs,National Dex
598,Ferrothorn,74,94,131,54,116,20,110,1,Grass,Steel,"Iron Barbs, Anticipation",National Dex
599,Klink,40,55,70,45,60,30,21,0.3,Steel,NA,"Plus, Minus, Clear Body",National Dex
6,Charizard,78,84,78,109,85,100,90.5,1.7,Fire,Flying,"Blaze, Solar Power",PU
60,Poliwag,40,50,40,40,40,90,12.4,0.6,Water,NA,"Water Absorb, Damp, Swift Swim",LC
600,Klang,60,80,95,70,85,50,51,0.6,Steel,NA,"Plus, Minus, Clear Body",National Dex
601,Klinklang,60,100,115,70,85,90,81,0.6,Steel,NA,"Plus, Minus, Clear Body",National Dex
602,Tynamo,35,55,40,45,40,60,0.3,0.2,Electric,NA,Levitate,LC
603,Eelektrik,65,85,70,75,70,40,22,1.2,Electric,NA,Levitate,NFE
604,Eelektross,85,115,80,105,80,50,80.5,2.1,Electric,NA,Levitate,NU
605,Elgyem,55,55,55,85,55,30,9,0.5,Psychic,NA,"Telepathy, Synchronize, Analytic",National Dex
606,Beheeyem,75,75,75,125,95,40,34.5,1,Psychic,NA,"Telepathy, Synchronize, Analytic",National Dex
607,Litwick,50,30,55,65,55,20,3.1,0.3,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",LC
608,Lampent,60,40,60,95,60,55,13,0.6,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",NFE
609,Chandelure,60,55,90,145,90,80,34.3,1,Ghost,Fire,"Flash Fire, Flame Body, Infiltrator",RU
61,Poliwhirl,65,65,65,50,50,90,20,1,Water,NA,"Water Absorb, Damp, Swift Swim",NFE
610,Axew,46,87,60,30,40,57,18,0.6,Dragon,NA,"Rivalry, Mold Breaker, Unnerve",LC
611,Fraxure,66,117,70,40,50,67,36,1,Dragon,NA,"Rivalry, Mold Breaker, Unnerve",NFE
612,Haxorus,76,147,90,60,70,97,105.5,1.8,Dragon,NA,"Rivalry, Mold Breaker, Unnerve",RUBL
613,Cubchoo,55,70,40,60,40,40,8.5,0.5,Ice,NA,"Snow Cloak, Slush Rush, Rattled",LC
614,Beartic,95,130,80,70,80,50,260,2.6,Ice,NA,"Snow Cloak, Slush Rush, Swift Swim",Untiered
615,Cryogonal,80,50,50,95,135,105,148,1.1,Ice,NA,Levitate,PU
616,Shelmet,50,40,85,40,65,25,7.7,0.4,Bug,NA,"Hydration, Shell Armor, Overcoat",National Dex
617,Accelgor,80,70,40,100,60,145,25.3,0.8,Bug,NA,"Hydration, Sticky Hold, Unburden",National Dex
618,Stunfisk,109,66,84,81,99,32,11,0.7,Ground,Electric,"Static, Limber, Sand Veil",National Dex
618,Stunfisk-Galar,109,81,99,66,84,32,20.5,0.7,Ground,Steel,Mimicry,National Dex
619,Mienfoo,45,85,50,55,50,65,20,0.9,Fighting,NA,"Inner Focus, Regenerator, Reckless",LC
62,Poliwrath,90,95,95,70,90,70,54,1.3,Water,Fighting,"Water Absorb, Damp, Swift Swim",PU
620,Mienshao,65,125,60,95,60,105,35.5,1.4,Fighting,NA,"Inner Focus, Regenerator, Reckless",RUBL
621,Druddigon,77,120,90,60,90,48,139,1.6,Dragon,NA,"Rough Skin, Sheer Force, Mold Breaker",National Dex
622,Golett,59,74,50,35,50,35,92,1,Ground,Ghost,"Iron Fist, Klutz, No Guard",National Dex
623,Golurk,89,124,80,55,80,55,330,2.8,Ground,Ghost,"Iron Fist, Klutz, No Guard",National Dex
624,Pawniard,45,85,70,40,40,60,10.2,0.5,Dark,Steel,"Defiant, Inner Focus, Pressure",LC
625,Bisharp,65,125,100,60,70,70,70,1.6,Dark,Steel,"Defiant, Inner Focus, Pressure",RU
626,Bouffalant,95,110,95,40,95,55,94.6,1.6,Normal,NA,"Reckless, Sap Sipper, Soundproof",National Dex
627,Rufflet,70,83,50,37,50,60,10.5,0.5,Normal,Flying,"Keen Eye, Sheer Force, Hustle",NFE
628,Braviary,100,123,75,57,75,80,41,1.5,Normal,Flying,"Keen Eye, Sheer Force, Defiant",PU
628,Braviary-Hisui,110,83,70,112,70,65,43.4,1.7,Psychic,Flying,"Keen Eye, Sheer Force, Tinted Lens",RU
629,Vullaby,70,55,75,45,65,60,9,0.5,Dark,Flying,"Big Pecks, Overcoat, Weak Armor",LC
63,Abra,25,20,15,105,55,90,19.5,0.9,Psychic,NA,"Synchronize, Inner Focus, Magic Guard",National Dex
630,Mandibuzz,110,65,105,55,95,80,39.5,1.2,Dark,Flying,"Big Pecks, Overcoat, Weak Armor",UU
631,Heatmor,85,97,66,105,66,65,58,1.4,Fire,NA,"Gluttony, Flash Fire, White Smoke",National Dex
632,Durant,58,109,112,48,48,109,33,0.3,Bug,Steel,"Swarm, Hustle, Truant",National Dex
633,Deino,52,65,50,45,50,38,17.3,0.8,Dark,Dragon,Hustle,LC
634,Zweilous,72,85,70,65,70,58,50,1.4,Dark,Dragon,Hustle,NFE
635,Hydreigon,92,105,90,125,90,98,160,1.8,Dark,Dragon,Levitate,UU
636,Larvesta,55,85,55,50,55,60,28.8,1.1,Bug,Fire,"Flame Body, Swarm",LC
637,Volcarona,85,60,65,135,105,100,46,1.6,Bug,Fire,"Flame Body, Swarm",Uber
638,Cobalion,91,90,129,90,72,108,250,2.1,Steel,Fighting,Justified,National Dex
639,Terrakion,91,129,90,72,90,108,260,1.9,Rock,Fighting,Justified,National Dex
64,Kadabra,40,35,30,120,70,105,56.5,1.3,Psychic,NA,"Synchronize, Inner Focus, Magic Guard",National Dex
640,Virizion,91,90,72,90,129,108,200,2,Grass,Fighting,Justified,National Dex
641,Tornadus,79,115,70,125,80,111,63,1.5,Flying,NA,"Prankster, Defiant",NUBL
641,Tornadus-Therian,79,100,80,110,90,121,63,1.4,Flying,NA,Regenerator,UU
642,Thundurus,79,115,70,125,80,111,61,1.5,Electric,Flying,"Prankster, Defiant",RU
642,Thundurus-Therian,79,105,70,145,80,101,61,3,Electric,Flying,Volt Absorb,UU
643,Reshiram,100,120,100,150,120,90,330,3.2,Dragon,Fire,Turboblaze,National Dex
644,Zekrom,100,150,120,120,100,90,345,2.9,Dragon,Electric,Teravolt,National Dex
645,Landorus,89,125,90,115,80,101,68,1.5,Ground,Flying,"Sand Force, Sheer Force",Uber
645,Landorus-Therian,89,145,90,105,80,91,68,1.3,Ground,Flying,Intimidate,OU
646,Kyurem,125,130,90,130,90,95,325,3,Dragon,Ice,Pressure,National Dex
646,Kyurem-Black,125,170,100,120,90,95,325,3.3,Dragon,Ice,Teravolt,National Dex
646,Kyurem-White,125,120,90,170,100,95,325,3.6,Dragon,Ice,Turboblaze,National Dex
647,Keldeo,91,72,90,129,90,108,48.5,1.4,Water,Fighting,Justified,National Dex
647,Keldeo-Resolute,91,72,90,129,90,108,48.5,1.4,Water,Fighting,Justified,National Dex
648,Meloetta,100,77,77,128,128,90,6.5,0.6,Normal,Psychic,Serene Grace,NUBL
649,Genesect,71,120,95,120,95,99,82.5,1.5,Bug,Steel,Download,National Dex
649,Genesect-Burn,71,120,95,120,95,99,82.5,1.5,Bug,Steel,Download,National Dex
649,Genesect-Chill,71,120,95,120,95,99,82.5,1.5,Bug,Steel,Download,National Dex
649,Genesect-Douse,71,120,95,120,95,99,82.5,1.5,Bug,Steel,Download,National Dex
649,Genesect-Shock,71,120,95,120,95,99,82.5,1.5,Bug,Steel,Download,National Dex
65,Alakazam,55,50,45,135,95,120,48,1.5,Psychic,NA,"Synchronize, Inner Focus, Magic Guard",National Dex
650,Chespin,56,61,65,48,45,38,9,0.4,Grass,NA,"Overgrow, Bulletproof",LC
651,Quilladin,61,78,95,56,58,57,29,0.7,Grass,NA,"Overgrow, Bulletproof",NFE
652,Chesnaught,88,107,122,74,75,64,90,1.6,Grass,Fighting,"Overgrow, Bulletproof",RU
653,Fennekin,40,45,40,62,60,60,9.4,0.4,Fire,NA,"Blaze, Magician",LC
654,Braixen,59,59,58,90,70,73,14.5,1,Fire,NA,"Blaze, Magician",NFE
655,Delphox,75,69,72,114,100,104,39,1.5,Fire,Psychic,"Blaze, Magician",NUBL
656,Froakie,41,56,40,62,44,71,7,0.3,Water,NA,"Torrent, Protean",LC
657,Frogadier,54,63,52,83,56,97,10.9,0.6,Water,NA,"Torrent, Protean",NFE
658,Greninja,72,95,67,103,71,122,40,1.5,Water,Dark,"Torrent, Protean, Battle Bond",OU
658,Greninja-Bond,72,95,67,103,71,122,40,1.5,Water,Dark,Battle Bond,OU
659,Bunnelby,38,36,38,32,36,57,5,0.4,Normal,NA,"Pickup, Cheek Pouch, Huge Power",National Dex
66,Machop,70,80,50,35,35,35,19.5,0.8,Fighting,NA,"Guts, No Guard, Steadfast",National Dex
660,Diggersby,85,56,77,50,77,78,42.4,1,Normal,Ground,"Pickup, Cheek Pouch, Huge Power",National Dex
661,Fletchling,45,50,43,40,38,62,1.7,0.3,Normal,Flying,"Big Pecks, Gale Wings",LC
662,Fletchinder,62,73,55,56,52,84,16,0.7,Fire,Flying,"Flame Body, Gale Wings",NFE
663,Talonflame,78,81,71,74,69,126,24.5,1.2,Fire,Flying,"Flame Body, Gale Wings",RU
664,Scatterbug,38,35,40,27,25,35,2.5,0.3,Bug,NA,"Shield Dust, Compound Eyes, Friend Guard",LC
665,Spewpa,45,22,60,27,30,29,8.4,0.3,Bug,NA,"Shed Skin, Friend Guard",NFE
666,Vivillon,80,52,50,90,50,89,17,1.2,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",PU
666,Vivillon-Fancy,80,52,50,90,50,89,17,1.2,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",PU
666,Vivillon-Pokeball,80,52,50,90,50,89,17,1.2,Bug,Flying,"Shield Dust, Compound Eyes, Friend Guard",PU
667,Litleo,62,50,58,73,54,72,13.5,0.6,Fire,Normal,"Rivalry, Unnerve, Moxie",LC
668,Pyroar,86,68,72,109,66,106,81.5,1.5,Fire,Normal,"Rivalry, Unnerve, Moxie",PU
669,Flabebe,44,38,39,61,79,42,0.1,0.1,Fairy,NA,"Flower Veil, Symbiosis",LC
67,Machoke,80,100,70,50,60,45,70.5,1.5,Fighting,NA,"Guts, No Guard, Steadfast",National Dex
670,Floette,54,45,47,75,98,52,0.9,0.2,Fairy,NA,"Flower Veil, Symbiosis",NFE
671,Florges,78,65,68,112,154,75,10,1.1,Fairy,NA,"Flower Veil, Symbiosis",NU
672,Skiddo,66,65,48,62,57,52,31,0.9,Grass,NA,"Sap Sipper, Grass Pelt",LC
673,Gogoat,123,100,62,97,81,68,91,1.7,Grass,NA,"Sap Sipper, Grass Pelt",Untiered
674,Pancham,67,82,62,46,48,43,8,0.6,Fighting,NA,"Iron Fist, Mold Breaker, Scrappy",National Dex
675,Pangoro,95,124,78,69,71,58,136,2.1,Fighting,Dark,"Iron Fist, Mold Breaker, Scrappy",National Dex
676,Furfrou,75,80,60,65,90,102,28,1.2,Normal,NA,Fur Coat,National Dex
677,Espurr,62,48,54,63,60,68,3.5,0.3,Psychic,NA,"Keen Eye, Infiltrator, Own Tempo",National Dex
